id_concept,iate_link,en_def,en,cs,da,de,es,fi,fr,it,nl,pt,domains
3589608,https://iate.europa.eu/entry/result/3589608,"suspension, deferral or reduction of loan payments for a predefined limited period of time, based on the applicable national law - COM-EN, based on:EBA, Guidelines on legislative and non-legislative moratoria on loan payments applied in the light of the COVID-19 crisis (27.4.2020), 2020, p. 16","public moratorium, public payment moratorium, statutory moratorium, statutory payment moratorium, legislative moratorium, moratoria, payment moratoria","veřejné moratorium, veřejné moratorium na splácení, zákonné moratorium, zákonem stanovené moratorium, zákonem stanovené moratorium na splácení, legislativní moratorium",,gesetzliches Moratorium,"moratoria de pago pública, moratoria establecida por ley, moratoria legislativa","julkinen maksulykkäys, lakisääteinen maksulykkäys, lainsäädännöllinen lykkäys","moratoire législatif, moratoire public, moratoire sur les paiements","moratoria pubblica, moratoria di pagamento pubblica, moratoria di legge, moratoria legislativa","wettelijk moratorium, publiek moratorium, wettelijk vastgesteld moratorium, wettelijk moratorium op betalingen, publiek moratorium op betalingen",moratória pública,"FINANCE > free movement of capital > financial market > financial supervision, FINANCE > financial institutions and credit"
3589609,https://iate.europa.eu/entry/result/3589609,"verification of the conformity of the data presented in case report forms with source data - COM-Terminology Coordination, based on:Jeppe Ragnar Andersen, Inger Byrjalsen, Asger Bihlet, Faidra Kalakou, Hans Christian Hoeck, Gitte Hansen, Henrik Bo Hansen, Morten Asser Karsdal, and Bente Juel Riis. 'Impact of source data verification on data quality in clinical trials: an empirical post hoc analysis of three phase 3 randomized clinical trials' (29.4.2020). Br J Clin Pharmacol. 2015 Apr; 79(4): 660–668.","source data verification, SDV",,,,,lähdetietojen tarkistus,,,,verificação de dados-fonte,SOCIAL QUESTIONS > health > medical science > medical research
3589612,https://iate.europa.eu/entry/result/3589612,"significant change in the risk of a default occurring over the expected life of the financial instrument - Moody's Analytics Risk Perspectives &gt; Volume 7 The Convergence of Risk, Finance, and Accounting &gt; Spotlight: IFRS 9 &gt; Complying with IFRS 9 Impairment Calculations for Retail Portfolios","significant increase in credit risk, SICR","významné zvýšení úvěrového rizika, SICR",,signifikante Erhöhung des Ausfallrisikos,"aumento significativo del riesgo de crédito, SICR",luottoriskin merkittävä lisääntyminen,"augmentation importante du risque de crédit d'un instrument financier, augmentation importante du risque de crédit, augmentation importante du risque de crédit d’un actif financier, augmentation significative du risque de crédit","aumento significativo del rischio di credito, SICR, significativo incremento del rischio di credito","significante toename van het kredietrisico, SICR",aumento significativo do risco de crédito,"FINANCE > financial institutions and credit, BUSINESS AND COMPETITION > accounting"
3589613,https://iate.europa.eu/entry/result/3589613,"probability of a default event when assessed over the lifetime of a financial asset - 'Lifetime PD (11.5.2020)', Open Risk Manual","lifetime PD, lifetime probability of default","pravděpodobnost selhání za dobu trvání, PD za dobu trvání",,Ausfallwahrscheinlichkeit für die Restlaufzeit,"probabilidad de impago durante toda la vida, PD durante toda la vida","koko voimassaoloajan PD, elinikä-PD, koko voimassaoloajan maksukyvyttömyyden todennäköisyys","probabilité de défaillance pour la durée de vie résiduelle totale, probabilité de défaut pour la durée de vie résiduelle","PD lungo tutta la vita dell'attività finanziaria, probabilità di default lungo tutta la vita dell'attività finanziaria","kans op wanbetaling in de resterende looptijd, PD in de resterende looptijd",probabilidade de incumprimento vitalícia,"FINANCE > financial institutions and credit, BUSINESS AND COMPETITION > accounting"
3589614,https://iate.europa.eu/entry/result/3589614,"(proposed) document to show that a person has tested positive for antibodies against the COVID-19 virus and therefore is possibly immune to it - COM-SV, based on: Ambati, J., Ambati, B., Fowler, B., Beware of Antibody-based COVID-19 ‘Immunity Passports’, Scientific American – Blogs – Observations (30.4.2020)",COVID-19 passport,,,,,"covid-19-terveyspassi, koronapassi",,,,passaporte COVID-19,"SOCIAL QUESTIONS > health > illness > infectious disease, EDUCATION AND COMMUNICATIONS > documentation > document"
1687028,https://iate.europa.eu/entry/result/1687028,"making a medicinal product belonging to the categories referred to in Article 3(1) and (2) available for compassionate reasons to a group of patients with a chronically or seriously debilitating disease or whose disease is considered to be life-threatening, and who can not be treated satisfactorily by an authorised medicinal product - Regulation (EC) No 726/2004 laying down Community procedures for the authorisation and supervision of medicinal products for human and veterinary use and establishing a European Medicines Agency <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32004R0726"" target=""_blank"">CELEX:32004R0726/EN",compassionate use,použití ze soucitu,anvendelse med særlig udleveringstilladelse,"Anwendung in Härtefällen, Mitleidsindikation",uso compasivo,erityisluvallinen käyttö,"usage compassionnel, disponible à titre humanitaire",uso compassionevole,"gebruik in schrijnende gevallen, compassionate use, humanitair",uso compassivo,SOCIAL QUESTIONS > health > pharmaceutical industry
1267192,https://iate.europa.eu/entry/result/1267192,"branch of medicine which deals with the care and
management of critically ill patients - Council-EN, based on: - NHS Health Careers &gt; Explore roles &gt;
Doctors &gt; Roles for doctors &gt; Intensive care medicine (25.3.2020)- European
Society of Intensive Care Medicine &gt; ESICM &gt; About us (25.3.2020)","intensive care medicine, ICM, critical care medicine, CCM",intenzivní medicína,,Intensivmedizin,medicina intensiva,tehohoitolääketiede,médecine intensive,"medicina intensiva, medicina di terapia intensiva","intensieve geneeskunde, intensive care-geneeskunde",medicina intensiva,SOCIAL QUESTIONS > health > health policy > organisation of health care > health care
1267193,https://iate.europa.eu/entry/result/1267193,"physician with specialty or special training in intensive care medicine - COM-Terminology Coordination, based on:1) 'Intensivists' (26.5.2020). Healthcare-in-Europe.com2) Yen-Lan Nguyen, Bertrand Guidet. 'State of Critical Care in France' (26.5.2020). ICU Management &amp; Practice, ICU Volume 13 - Issue 3 - Autumn 20133) Dr. Arun Radhakrishnan. 'What Does it Mean to be an Intensivist? A Philosophical View of Intensive Care' (26.5.2020)",intensivist,lékař intenzivní péče,,,intensivista,tehohoitolääkäri,,,,intensivista,"SOCIAL QUESTIONS > health > health care profession, SOCIAL QUESTIONS > health > medical science > medicine > medical specialisation, SOCIAL QUESTIONS > health > health care profession > doctor"
3589630,https://iate.europa.eu/entry/result/3589630,"protein which plays a vital role in the immunological defense of certain bacteria against DNA viruses and plasmids and which is heavily utilised in genetic engineering applications - COM-SV, based on: Wikipedia &gt; Cas9 (9.6.2020)","Cas9, CRISPR associated protein 9, Cas9 protein",,,,,"CRISPR-Cas9, Cas9-proteiini",,,,"proteína Cas9, proteína 9 associada ao CRISPR",SCIENCE > natural and applied sciences > life sciences > biology
3589632,https://iate.europa.eu/entry/result/3589632,"time-limited global collaboration initiative to accelerate and promote the development, production and 
equitable distribution of vaccines, diagnostics and therapeutics for 
COVID-19 - COM-HU, based on: European Pharmaceutical Review &gt; Victoria Rees: WHO launches Access to COVID-19 Tools Accelerator (4.5.2020), 30.4.2020World Health Organization &gt;
 WHO documents detail &gt;
 Access to COVID-19 Tools (act) Accelerator (4.5.2020), 24.4.2020","Access to COVID-19 Tools Accelerator, ACT Accelerator","Akcelerátor přístupu k nástrojům proti COVID-19, Akcelerátor ACT",,ACT-Accelerator,Acelerador del acceso a las herramientas contra la COVID-19,"ACT Accelerator -yhteistyö, ACT Accelerator -yhteistyökehys","accélérateur d’accès aux outils contre la COVID-19, accélérateur ACT",,"Access to COVID-19 Tools Accelerator, ACT-Accelerator",acelerador do acesso aos meios de combate à COVID-19,"SOCIAL QUESTIONS > health > pharmaceutical industry, SOCIAL QUESTIONS > health > health policy > organisation of health care > health care, SOCIAL QUESTIONS > health > illness > epidemic, INTERNATIONAL ORGANISATIONS > United Nations > UN specialised agency > World Health Organisation"
3528195,https://iate.europa.eu/entry/result/3528195,24/7 centre responsible for the coordination of the EU’s civilian disaster response formed by merging the humanitarian aid (ECHO) and civil protection (MIC) crisis rooms - COM-EN based on:European Commission &gt; EU Science Hub &gt; News &amp; events &gt; Towards a faster and more efficient European disaster response (23.3.2020) (11 November 2010),"Emergency Response Coordination Centre, ERCC, European Emergency Response Centre, EER Centre, ERC, Emergency Response Coordination Center, European Emergency Response Center","Středisko pro koordinaci odezvy na mimořádné události, ERCC, Evropské středisko odezvy na mimořádné události","Katastrofeberedskabskoordinationscentret, ERCC","Zentrum für die Koordination von Notfallmaßnahmen, ERCC, Krisenreaktionszentrum, Europäisches Notfallabwehrzentrum, ERC","Centro de Coordinación de la Respuesta a Emergencias, Centro Europeo de Coordinación de la Respuesta a Emergencias, CECRE, CCRE","EU:n hätäavun koordinointikeskus, ERCC","Centre de coordination de la réaction d'urgence, ERCC, Centre européen de réaction d'urgence, Centre de réaction d'urgence, Centre de coordination des interventions d’urgence","Centro di coordinamento della risposta alle emergenze, ERCC","Coördinatiecentrum voor respons in noodsituaties, ERCC, Europees Centrum voor respons in noodsituaties","Centro de Coordenação de Resposta de Emergência, CCRE, Centro de Resposta de Emergência, Centro Europeu de Resposta a situações de Emergência, Centro Europeu de Resposta de Emergência, CRE","INTERNATIONAL RELATIONS > cooperation policy > humanitarian aid, POLITICS > politics and public safety > public safety"
3589637,https://iate.europa.eu/entry/result/3589637,global fund for supporting the work of the World Health Organization (WHO) in containing the COVID-19 pandemic - Wikipedia &gt; COVID-19 Solidarity Response Fund (18.5.2020),"COVID-19 Solidarity Response Fund, COVID-19 Response Fund",,,,,,,,,,"INTERNATIONAL ORGANISATIONS > United Nations > UN specialised agency > World Health Organisation, SOCIAL QUESTIONS > health > health policy > health costs"
3589644,https://iate.europa.eu/entry/result/3589644,"more or less severe hypoxia without the patient showing signs of respiratory distress or increased respiratory effort - COM-Terminology Coordination, based on:Julia A. McMillan, Ralph D. Feigin, Catherine De Angelis, M. Douglas Jones. <a href=""https://books.google.lu/books?id=VbjFQiz8aR0C&amp;pg=PA1444&amp;lpg=PA1444&amp;dq=%22happy+hypoxia%22&amp;source=bl&amp;ots=CGo3xObrQo&amp;sig=ACfU3U3uLzxgis4wIcMTvljOdMmkOPZLBg&amp;hl=fr&amp;sa=X&amp;ved=2ahUKEwinoNDttprpAhUMCuwKHbH5Cp84FBDoATAEegQICRAB#v=onepage&amp;q=%22happy%20hypoxia%22&amp;f=false"" target=""_blank"">'Oski's Pediatrics: Principles &amp; Practice' (4.5.2020). Lippincott Wiliams &amp; Wilkins 2006","happy hypoxia, silent hypoxia",,,,,hiljainen hypoksia,,,,hipoxia silenciosa,SOCIAL QUESTIONS > health > illness
3589646,https://iate.europa.eu/entry/result/3589646,"enzyme attached on cell membranes in the lungs, arteries, heart, kidney, and intestines catalysing the conversion of angiotensin (Ang) I into angiotensin (1–9) which, in turn, can be converted to Ang(1–7) by ACE and hydrolysing directly angiotensin II to Ang(1–7) - COM-Terminology Coordination, based on:Wikipedia. Angiotensin-converting enzyme 2 (11.6.2020)","angiotensin-converting enzyme 2, ACE2",,,,,"angiotensiiniä konvertoiva entsyymi 2, ACE2",,,,enzima conversora de angiotensina 2,SOCIAL QUESTIONS > health > medical science
3589647,https://iate.europa.eu/entry/result/3589647,"epidemiologic technique in which the population is divided into compartments according to certain parameters (e.g. age, infection status, clinical state), mathematical equations describe the transfer of persons from one 
compartment to another and the incidence of a disease can be calculated as a function of the number of susceptible and infected persons in the population and a constant called the transmission parameter - COM-Terminology Coordination, based on:Marcia F.T. Rupnow et al. <a href=""https://books.google.lu/books?id=DqZ8CdA64a8C&amp;pg=PA228&amp;lpg=PA228&amp;dq=technique+in+which+the+population+is+divided+into+compartments+and+mathematical+equations+describe+the+transfer+of+persons+from+one+compartment+to+another&amp;source=bl&amp;ots=KgJfYQpZJp&amp;sig=ACfU3U2qOedC5rEhmEQ3hiiFc90bSgJHmg&amp;hl=fr&amp;sa=X&amp;ved=2ahUKEwj2pcTJo5zpAhUIuRoKHdgVD-wQ6AEwAHoECAoQAQ#v=onepage&amp;q=technique%20in%20which%20the%20population%20is%20divided%20into%20compartments%20and%20mathematical%20equations%20describe%20the%20transfer%20of%20persons%20from%20one%20compartment%20to%20another&amp;f=false"" target=""_blank"">'A Dynamic Transmission Model for Predicting Trends in Helicobacter pylori and Associated Diseases in the United States' (5.5.2020). Emerging Infectious Diseases. 2000;6(3)",dynamic compartmental model,,,,,dynaaminen osastomalli,,,,modelo compartimental dinâmico,SOCIAL QUESTIONS > health > medical science > epidemiology
1111568,https://iate.europa.eu/entry/result/1111568,"curve that shows progression of cases in an outbreak over time - COM-Terminology Coordination, based on:CDC. 'Interpretation of Epidemic (Epi) Curves during Ongoing Outbreak Investigations' (23.4.2020)","epidemic curve, epi curve","epidemická křivka, epidemiologická křivka",epidemikurve,epidemische Kurve,curva epidémica,"epidemiakäyrä, epidemiakuvaaja",courbe épidémique,curva epidemica,epidemisch verloop,"curva epidemiológica, curva epidémica","SOCIAL QUESTIONS > health > medical science > epidemiology, SOCIAL QUESTIONS > health > illness > epidemic"
865809,https://iate.europa.eu/entry/result/865809,"any person pursuing an activity as an employed or self-employed person in a Member State and who resides in another Member State to which he or she returns as a rule daily or at least once a week - Council-EN, based on Regulation (EC) No 883/2004 on the coordination of social security systems, Article 1(f), <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32004R0883"" target=""_blank"">CELEX:32004R0883",frontier worker,příhraniční pracovník,"grænsependler, grænsearbejder",Grenzgänger,trabajador fronterizo,rajatyöntekijä,"travailleur transfrontalier, travailleur transfrontière, travailleur frontalier",lavoratore frontaliero,"grensarbeider, grenswerker, grenspendelaar",trabalhador fronteiriço,"SOCIAL QUESTIONS > social protection > social security, EMPLOYMENT AND WORKING CONDITIONS > employment"
3589652,https://iate.europa.eu/entry/result/3589652,"association of not for profit Blood Establishments, with 26 members throughout the European Union and EFTA States - COM-EN, based on: 'European Blood Alliance' (6.5.2020)","European Blood Alliance, EBA","Evropská aliance transfuzních zařízení a krevních bank, EBA",,,,"eurooppalaisten veripalvelukeskusten yhteenliittymä, EBA, Euroopan veripalvelulaitosten liitto",,,,Aliança Europeia do Sangue,"BUSINESS AND COMPETITION > legal form of organisations > organisation > non-profit organisation, SOCIAL QUESTIONS > health > health policy > organisation of health care > blood transfusion"
3589653,https://iate.europa.eu/entry/result/3589653,"open-access database developed by the European
Commission in collaboration with EBA, to be managed jointly by EBA and the European Commission and aiming to gather and make
available data on COVID-19 convalescent plasma donations and patient outcomes following
transfusions - COM-Terminology Coordination, based on:COM-Internal document: WEB-2020-40010-01-07",EU CCP Database,,,,,EU:n CCP-tietokanta,,,,base de dados CCP da UE,EDUCATION AND COMMUNICATIONS > information technology and data processing > data processing > database
3589657,https://iate.europa.eu/entry/result/3589657,"donor of convalescent plasma either directly by plasmapheresis, but where that is not possible, indirectly by donating whole blood from which plasma can be separated in the blood establishment - COM-Terminology Coordination, based on:European Commission. 'An EU programme of COVID-19 convalescent plasma collection and transfusion Guidance on collection, testing, processing, storage, distribution and monitored use' (6.5.2020). Ref. Ares(2020)1993684 - 08/04/2020","convalescent plasma donor, convalescent donor",dárce rekonvalescentní plazmy,,,,"toipilasluovuttaja, toipilasplaman luovuttaja",,,,dador de plasma convalescente,SOCIAL QUESTIONS > health > medical science
1205786,https://iate.europa.eu/entry/result/1205786,"antimicrobial agent that is applied to the surface of non-living objects to destroy microorganisms that are living on the objects - COM-Terminology Coordination, based on: Wikipedia &gt; Disinfectant (10.12.2019)",disinfectant,"dezinfekční prostředek, dezinfekční přípravek",,Desinfektionsmittel,desinfectante,"desinfiointiaine, desinfioimisaine, desinfioimisaine",désinfectant,disinfettante,"ontsmettingsmiddel, desinfectiemiddel, desinfecterend middel",desinfetante,"AGRI-FOODSTUFFS > agri-foodstuffs > food industry, SOCIAL QUESTIONS > health > pharmaceutical industry > pharmaceutical product, INDUSTRY > chemistry > chemical compound, SOCIAL QUESTIONS > health > health policy > organisation of health care > public health > public hygiene"
3589659,https://iate.europa.eu/entry/result/3589659,"antibody-rich plasma of someone who has recovered from COVID-19 - COM-Terminology Coordination, based on:NHS. 'Could you donate plasma to help treat coronavirus (COVID-19) patients? Clinical trial' (23.4.2020)","COVID-19 convalescent plasma, convalescent COVID-19 plasma, CCP",,,,,covid-19-toipilasplasma,,,,"plasma convalescente COVID-19, plasma de convalescentes da COVID-19","SOCIAL QUESTIONS > health > medical science, SOCIAL QUESTIONS > health > medical science > therapeutics"
3589661,https://iate.europa.eu/entry/result/3589661,"digital solution enabling public administrations, businesses and citizens in Europe to benefit from interoperable cross-border and cross-sector public services - COM-Terminology Coordination, based on: Roberto Barcellan, Marco Fichera. 'Big Data Test Infrastructure' (6.5.2020). Data For Policy 2017 Conference. European Commission","Big Data Test Infrastructure, BDTI",,,,,massadatan testausinfrastruktuuri,,,,infraestrutura de teste de megadados,EDUCATION AND COMMUNICATIONS > information technology and data processing > computer system > computer centre
3589663,https://iate.europa.eu/entry/result/3589663,,"Coronavirus Job Retention Scheme, CJRS",,,,,,,,,,"SOCIAL QUESTIONS > social protection > social security > social-security benefit, SOCIAL QUESTIONS > health > illness > epidemic, ECONOMICS > economic policy > economic support > aid to undertakings, EMPLOYMENT AND WORKING CONDITIONS > employment, ECONOMICS > economic policy > economic support > employment aid"
3589670,https://iate.europa.eu/entry/result/3589670,"critical number or density of susceptible hosts required for an epidemic to occur - COM-EN, based on: 'Epidemic threshold' (7.5.2020). ASSET",epidemic threshold,,,,,epidemiakynnys,"seuil épidémique, seuil d'alerte épidémique",,,limiar epidémico,"SOCIAL QUESTIONS > health > medical science > epidemiology, SOCIAL QUESTIONS > health > illness > epidemic"
3589675,https://iate.europa.eu/entry/result/3589675,"public support in the form of equity and/or
hybrid capital instruments that Member States may provide to non-financial undertakings
facing financial difficulties due to the COVID-19 outbreak - <a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020XC0513(01)"" target=""_blank"">Communication from the Commission - Amendment to the Temporary Framework for State aid measures to support the economy in the current COVID-19 outbreak",COVID-19 recapitalisation measure,rekapitalizační opatření COVID-19,,COVID-19-Rekapitalisierungsmaßnahme,,covid-19:ään liittyvä pääomitustoimi,"mesure de recapitalisation dans le contexte de la COVID-19, mesure de recapitalisation COVID-19",misura di ricapitalizzazione Covid-19,"COVID-19-herkapitalisatiemaatregel, herkapitalisatiemaatregel",medidas de recapitalização COVID-19,"BUSINESS AND COMPETITION > business organisation > business activity > company in difficulties, ECONOMICS > economic policy > economic support > State aid, FINANCE"
3589679,https://iate.europa.eu/entry/result/3589679,"set of activities undertaken by public
authorities to prevent and control existing and potential health risks in order
to ensure a physical and social environment which is safe for human health and
to prevent health disorders and disease associated with the physical and social
environment - Council-EN, based on: - Chichevalieva, S., <a href=""https://www.euro.who.int/__data/assets/pdf_file/0004/151375/e95783.pdf?ua=1"" target=""_blank"">Developing a framework for public health law in Europe (29.7.2020), World Health Organization Region Office for Europe, 2011, p. 45- UK Department of Health, Health Protection Legislation (England) Guidance 2010 (29.7.2020), p. 6 (available at
 National Archives &gt; Department of Health &gt; Publications policy and
 guidance &gt; Publications &gt; Health protection legislation guidance 2010 (29.7.2020))","public health protection, health protection, public health defences, health defences, protection of public health",ochrana veřejného zdraví,"sundhedsberedskab, folkesundhedsberedskab","Schutz der öffentlichen Gesundheit, Schutz der Volksgesundheit, Gesundheitsschutz, Notfallvorsorge im Gesundheitsbereich, gesundheitspolizeiliche Maßnahmen",defensa de la sanidad pública,"kansanterveyden turvaaminen, terveydellinen puolustuskyky","protection de la santé publique, défense de la santé publique, défense sanitaire","difesa della salute pubblica, tutela della salute pubblica, difesa della salute","bescherming van de volksgezondheid, gezondheidsbescherming","defesa da saúde pública, defesa sanitária","SOCIAL QUESTIONS > health > health policy, SOCIAL QUESTIONS > social affairs"
3589680,https://iate.europa.eu/entry/result/3589680,"number
of infections required for the outbreak  to escape stochastic dynamics - COM-Terminology Coordination, based on:Hartfield M, Alizon S. 'Introducing the outbreak threshold in epidemiology' (8.5.2020). PLoS Pathog. 2013;9(6):e1003277",outbreak threshold,,,,,,,,,limiar de surto,"SOCIAL QUESTIONS > health > medical science > epidemiology, SOCIAL QUESTIONS > health > illness > epidemic"
3589684,https://iate.europa.eu/entry/result/3589684,"total population size (of susceptible and infected individuals, or others) needed to sustain an outbreak once it has appeared - COM-Terminology Coordination, based on: Hartfield M, Alizon S. 'Introducing the outbreak threshold in epidemiology' (8.5.2020). PLoS Pathog. 2013;9(6):e1003277","critical community size, CCS",,,,,,,,,tamanho crítico da comunidade,"SOCIAL QUESTIONS > health > medical science > epidemiology, SOCIAL QUESTIONS > health > illness > epidemic"
3589688,https://iate.europa.eu/entry/result/3589688,"form of transport of people and sometimes goods, that only uses the physical activity of a human being for locomotion - 'active mobility' (10.5.2020), Wikipedia",active mobility,,,,,,,,,,TRANSPORT > organisation of transport
3589689,https://iate.europa.eu/entry/result/3589689,"syndrome which closely resembles the coronary artery condition Kawasaki disease and which is characterised by inflammation, fever, and rash, becoming life threatening when a dramatic drop in blood pressure and toxic shock occur - COM-EN, based on: Physician's Weekly &gt; Covid-19: Kawasaki-Like Syndrome in Kids May be Tied to Virus (15.5.2020), 11 May 2020","Kawasaki-like disease, KLD, Kawasaki-like syndrome",onemocnění podobné Kawasakiho nemoci,,,,Kawasakin taudin kaltainen oireyhtymä,,,,síndrome semelhante à doença de Kawasaki,SOCIAL QUESTIONS > health > illness
3589690,https://iate.europa.eu/entry/result/3589690,"acute systemic vasculitis that predominantly affects young children and is rarely seen in adults - COM-Terminology Coordination, based on: Vasu Saini, Diana Otero, Martin Gnoni, Drew Cates, Julio Ramirez. 'Kawasaki-like disease (KLD) in an adult with congenital HIV infection.' (11.5.2020) HIV &amp; AIDS Review
Volume 15, Issue 1, 2016, Pages 47-50","Kawasaki disease, Kawasaki syndrome, KS, Kawasaki's disease","Kawasakiho nemoc, Kawasakiho syndrom, KD",,,,"Kawasakin tauti, mukokutaaninen imusolmukeoireyhtymä",maladie de Kawasaki,,ziekte van Kawasaki,doença de Kawasaki,SOCIAL QUESTIONS > health > illness
3589693,https://iate.europa.eu/entry/result/3589693,"experiment or clinical trial in which two groups are used for comparison
 purposes - COM-Terminology Coordination, based on: 'controlled study (11.5.2020)'. European Commission. Scientific Committees. Toolbox",controlled study,,,,,kontrolloitu tutkimus,,,,estudo controlado,SOCIAL QUESTIONS > health > medical science > medical research
3589698,https://iate.europa.eu/entry/result/3589698,"national or regional service which might be a single blood establishment or may be authorised as a number of blood establishments - COM-Terminology Coordination, based on:European Commission. DG SANTE. Correspondence dated 7.5.2020",blood service,,,,,veripalvelu,,,,serviço de sangue,"SOCIAL QUESTIONS > health > medical science, SOCIAL QUESTIONS > health > health policy > organisation of health care > blood transfusion"
1431107,https://iate.europa.eu/entry/result/1431107,"medical specialty that deals with diseases involving the respiratory tract - COM-Terminology Coordination, based on: Wikipedia. 'Pulmonology' (1.4.2020)","respiratory medicine, pneumology, pulmonology","respirační medicína, pneumologie",medicinske lungesygdomme,"Pneumologie, Pulmologie, Lungenheilkunde","neumología, pulmonología","keuhkosairausoppi, pneumonologia, pulmonologia",pneumologie,pneumologia,"pulmonologie, pneumologie, longziekten, longgeneeskunde, ziekten der luchtwegen",pneumologia,SOCIAL QUESTIONS > health > medical science
3589702,https://iate.europa.eu/entry/result/3589702,"pre-established plan of action in case of emergency - Based on:Davoli, E. (ed.), <a href=""https://apps.who.int/iris/bitstream/handle/10665/107779/E89231.pdf?sequence=1&amp;isAllowed=y"" target=""_blank"">A practical tool for the preparation of a hospital crisis preparedness plan, with special focus on pandemic influenza (12.5.2020), World Health Organization, 2006, p. 9",crisis preparedness plan,"plán krizové připravenosti, plán připravenosti na krize",,Krisenvorsorgeplan,plan de preparación ante las crisis,kriisivalmiussuunnitelma,plan de préparation aux crises,,crisisparaatheidsplan,"plano de preparação para crises, plano de preparação para enfrentar a crise","SOCIAL QUESTIONS > health > health policy > organisation of health care, SOCIAL QUESTIONS > health > illness > epidemic"
3589703,https://iate.europa.eu/entry/result/3589703,"transmission of a communicable disease from a person while they are experiencing symptoms - COM-EN, based on:WHO. <a href=""https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4"" target=""_blank"">'Coronavirus disease 2019 (COVID-19). Situation Report – 73' (12.5.2020)Financial Express. Asymptomatic Coronavirus: Can a person without symptoms spread COVID-19 infection? Find out here (15.5.2020), Devanjana Nag, April 24, 2020.",symptomatic transmission,,,,,,,,,transmissão sintomática,SOCIAL QUESTIONS > health > illness > infectious disease
3589704,https://iate.europa.eu/entry/result/3589704,"transmission of a communicable disease from a pre-symptomatic case (before they develop symptoms) - COM-Terminology Coordination, based on:WHO. <a href=""https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4"" target=""_blank"">'Coronavirus disease 2019 (COVID-19). Situation Report – 73' (12.5.2020)",pre-symptomatic transmission,,,,,"presymptomaattinen leviäminen, presymptomaattisen vaiheen aikainen tartunta",,,,transmissão pré-sintomática,SOCIAL QUESTIONS > health > illness > infectious disease
927305,https://iate.europa.eu/entry/result/927305,"use of an approved/licensed medicinal product or veterinary medicinal product in a manner different from that approved/licensed - COM-Terminology Coordination, based on:Stafford, R. S., 'Regulating Off-Label Drug Use — Rethinking the Role of the FDA' (24.6.2020), New England Journal of Medicine, 2008, 358, pp. 1427-1429",off-label use,"použití mimo rozsah rozhodnutí o registraci, používání mimo rozsah rozhodnutí o registraci, použití mimo rozhodnutí o registraci, použití léčivého přípravku mimo rozsah rozhodnutí o registraci, použití přípravku mimo rozsah rozhodnutí o registraci, použití off-label, použití „off-label“, použití v režimu off-label, neschválené použití","off label-anvendelse, off label-brug","Anwendung außerhalb des zugelassenen Indikationsbereichs, zulassungsüberschreitende Anwendung, individuelle Umwidmung, nicht vorschriftsmäßige Verwendung, Off-Label-Gebrauch",uso no contemplado,"alkuperäistarkoituksesta poikkeava käyttö, käyttöaiheesta poikkeava käyttö, käyttöaiheen vastainen käyttö, off label -käyttö, off-label -käyttö, myyntiluvasta poikkeava käyttö, poikkeuskäyttö, hyväksyttyä käyttöaihetta laajempi käyttö",utilisation hors RCP,"uso off-label, utilizzo off-label, impiego off-label","afwijkend gebruik, gebruik buiten de SKP, off-label-use, OLU","uso não conforme, utilização não contemplada no resumo","SOCIAL QUESTIONS > health > medical science, AGRICULTURE, FORESTRY AND FISHERIES > agricultural activity > animal health"
3589706,https://iate.europa.eu/entry/result/3589706,"transmission of a communicable disease from an asymptomatic carrier, i.e. a person who does not develop symptoms - COM-Terminology Coordination, based on:WHO. <a href=""https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200402-sitrep-73-covid-19.pdf?sfvrsn=5ae25bc7_4"" target=""_blank"">'Coronavirus disease 2019 (COVID-19). Situation Report – 73' (12.5.2020)",asymptomatic transmission,,,,,"oireeton leviäminen, oireettoman ihmisen aiheuttama tartunta",,,,transmissão assintomática,SOCIAL QUESTIONS > health > illness > infectious disease
1687111,https://iate.europa.eu/entry/result/1687111,"drug that affects skeletal muscle function and decreases the muscle tone, either by interfering with transmission at the neuromuscular junctions or by acting on the central nervous system - COM-EN, based on:<a href=""https://medical-dictionary.thefreedictionary.com/Muscle+Relaxants"" target=""_blank"">'muscle relaxant' (7.5.2020). Gale Encyclopedia of Medicine. Copyright 2008 The Gale Group, Inc.",muscle relaxant,myorelaxans,,Muskelrelaxans,"miorrelajante, relajante muscular, antiespástico",lihasrelaksantti,"myorelaxant, relaxant musculaire",miorilassante,"spierrelaxans, spierverslapper, spierverslappend middel","relaxante muscular, miorrelaxante",SOCIAL QUESTIONS > health > pharmaceutical industry > pharmaceutical product > medicament
